filepath,song,artist,album
2008/01/01/1199167200229_16042.wav,Behind Blue Eyes,The Who,Who's Next
2008/01/01/1199167200229_33752.wav,Sharp Dressed Man,ZZ Top,Eliminator
2008/01/01/1199167200229_45183.wav,Here Comes the Hotstepper,Ini Kamoze,Here Comes the Hotstepper
2008/01/01/1199167200229_62893.wav,Over the Rainbow,Judy Garland,Over the Rainbow
2008/01/01/1199167200229_74324.wav,Georgia On My Mind,Willie Nelson,The Essential Willie Nelson
2008/01/01/1199167200229_85756.wav,Day After Day,Badfinger,Straight Up (Remastered)
2008/01/01/1199167200230_47760.wav,Easy Loving,Conway Twitty & Loretta Lynn,Conway Twitty & Loretta Lynn: The Definitive Collection (Remastered)
2008/01/01/1199167200231_12340.wav,I'll Stand By You,Pretenders,Last of the Independents
2008/01/01/1199167200232_37778.wav,Pieces of Me,Ashlee Simpson,Autobiography
2008/01/01/1199167200232_66920.wav,Realize,Colbie Caillat,Coco
2008/01/01/1199167200233_34076.wav,Clumsy,Fergie,The Dutchess
2008/01/01/1199167200233_54362.wav,You're an Ocean,Fastball,The Harsh Light of Day
2008/01/01/1199167200233_92359.wav,Shadow of the Day,Linkin Park,Minutes to Midnight (Deluxe Version)
2008/01/01/1199167200233_94935.wav,Better Man,Pearl Jam,Vitalogy
2008/01/01/1199167200234_97511.wav,Killing In the Name,Rage Against the Machine,Rage Against the Machine
2008/01/01/1199167200235_26671.wav,52nd Street,Billy Joel,52nd Street
2008/01/01/1199167200235_35526.wav,La Grange,ZZ Top,"Chrome, Smoke & BBQ: The ZZ Top Box (Box Set) [Remastered]"
2008/01/01/1199167200235_64667.wav,"Tonight, Tonight",Smashing Pumpkins,The Smashing Pumpkins: Greatest Hits
2008/01/01/1199167200236_72396.wav,For No One,Emmylou Harris,Pieces of the Sky
2008/01/01/1199167200236_78675.wav,The Prayer,Andrea Bocelli & Céline Dion,Sogno
2008/01/01/1199167200236_92683.wav,Time Stands Still,The All-American Rejects,The All-American Rejects
2008/01/01/1199167200237_95259.wav,Prelude / Angry Young Man,Billy Joel,Turnstiles
2008/01/01/1199167200238_19266.wav,I'm So Sick,Flyleaf,Flyleaf
2008/01/01/1199167200238_62415.wav,If I Never See Your Face Again,Maroon 5,It Won't Be Soon Before Long
2008/01/01/1199167200238_80125.wav,Atlantic City,Bruce Springsteen,Nebraska
2008/01/01/1199167200239_26995.wav,Bubbly,Colbie Caillat,Coco
2008/01/01/1199167200239_47282.wav,The Hand Clap,Hurricane Chris,51/50 Ratchet
2008/01/01/1199167200239_56137.wav,Believe,The Bravery,The Sun and the Moon
2008/01/01/1199167200240_20717.wav,Would I Lie to You?,Eurythmics,Be Yourself Tonight (Remastered)
2008/01/01/1199167200240_41003.wav,Just Another Day,Stairwell,Dead Bands Party: A Tribute to Oingo Boingo
2008/01/01/1199167200240_49858.wav,Slide,The Goo Goo Dolls,Dizzy Up the Girl
2008/01/01/1199167200240_72720.wav,Singing in My Sleep,Semisonic,Feeling Strangely Fine
2008/01/01/1199167200241_14438.wav,Paint It Black,The Rolling Stones,Aftermath
2008/01/01/1199167200241_75297.wav,It's Been Awhile,Staind,Break the Cycle
2008/01/01/1199167200241_77873.wav,Sexy Plexi,Jack Johnson,Brushfire Fairytales (Remastered) [Bonus Version]
2008/01/01/1199167200241_98159.wav,Love Bites,Def Leppard,Mirror Ball - Live & More
2008/01/01/1199167200242_42453.wav,Lullaby,Jack Johnson & Matt Costa,Sing-a-Longs and Lullabies for the Film Curious George
2008/01/01/1199167200243_15888.wav,Over You,Daughtry,Daughtry
2008/01/01/1199167200244_32472.wav,Out of My Head,Fastball,All the Pain Money Can Buy
2008/01/01/1199167200244_70468.wav,She's Always a Woman,Billy Joel,The Stranger
2008/01/01/1199167200244_73045.wav,Mr. Jones,Counting Crows,August and Everything After
2008/01/01/1199167200244_79323.wav,Comfortably Numb,Pink Floyd,The Wall (Remastered)
2008/01/01/1199167200245_87052.wav,Hope,Shaggy,Hot Shot
2008/01/01/1199167200246_31346.wav,We're an American Band,Grand Funk,We're an American Band
2008/01/01/1199167200246_42777.wav,Tomorrow People,Ziggy Marley & The Melody Makers,The Best of Ziggy Marley & The Melody Makers
2008/01/01/1199167200246_51632.wav,The Boss (feat. T-Pain),Rick Ross,Trilla (Bonus Track Version)
2008/01/01/1199167200246_94781.wav,Stacy's Mom,Fountains of Wayne,Welcome Interstate Managers
2008/01/01/1199167200247_25067.wav,Brimful of Asha,Cornershop,When I Was Born for the 7Th Time
2008/01/01/1199167200247_27644.wav,Love Song,Sara Bareilles,Little Voice
2008/01/01/1199167200247_56785.wav,Maggie May,Rod Stewart,Every Picture Tells a Story
2008/01/01/1199167200248_15086.wav,Machinehead,Bush,Sixteen Stone
2008/01/01/1199167200248_21365.wav,Gloria,Them,Still On Top - The Greatest Hits
2008/01/01/1199167200248_41651.wav,Shadow of the Day,Linkin Park,Minutes to Midnight (Deluxe Version)
2008/01/01/1199167200248_61937.wav,Shake the Disease,Depeche Mode,"The Best of Depeche Mode, Vol. 1"
2008/01/01/1199167200249_55659.wav,50 Ways to Leave Your Lover,Paul Simon,The Essential Paul Simon
2008/01/01/1199167200249_75945.wav,Say Goodbye,Chris Brown,Chris Brown
2008/01/01/1199167200250_54533.wav,Bottle Let Me Down,Emmylou Harris,Pieces of the Sky
2008/01/01/1199167200251_36823.wav,Go Girl (feat. Trina & Young Boss),Pitbull,The Boatlift
2008/01/01/1199167200251_79971.wav,Fire and Smoke,Earl Thomas Conley,The Essential Earl Thomas Conley
2008/01/01/1199167200251_88826.wav,Chop Suey!,System of a Down,Toxicity
2008/01/01/1199167200253_40849.wav,Days Like This,Van Morrison,Still On Top - The Greatest Hits
2008/01/01/1199167200253_61135.wav,"Puff, the Magic Dragon","Peter, Paul & Mary","The Very Best of Peter, Paul and Mary"
2008/01/01/1199167200253_78845.wav,Wonderwall,Oasis,(What's the Story) Morning Glory
2008/01/01/1199167200254_63712.wav,"Love, Me",Collin Raye,Super Hits
2008/01/01/1199167200254_66288.wav,Let It Ride,Ryan Adams & The Cardinals,Cold Roses
2008/01/01/1199167200255_51154.wav,I Hope You Dance,Lee Ann Womack,I Hope You Dance
2008/01/01/1199167200255_60009.wav,The Chair,George Strait,Strait Out of the Box
2008/01/01/1199167200256_15734.wav,Legalize It!,Pato Banton,Life Is a Miracle
2008/01/01/1199167200256_76593.wav,Bad Moon Rising,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2008/01/01/1199167200256_82872.wav,Hanging By a Moment,Lifehouse,No Name Face
2008/01/01/1199167200256_96879.wav,Mamas Don't Let Your Babies Grow Up to Be Cowboys,Willie Nelson,The Very Best of Willie Nelson
2008/01/01/1199167200257_27166.wav,Amanda,Waylon Jennings,Ultimate Waylon Jennings
2008/01/01/1199167200257_58883.wav,Groovin' (Out On Life),UB40,UB40: Greatest Hits
2008/01/01/1199167200257_90601.wav,Dig,Incubus,Light Grenades
2008/01/01/1199167200258_26040.wav,Can't Fight This Feeling,REO Speedwagon,REO Speedwagon: The Hits
2008/01/01/1199167200259_28616.wav,Make Me Lose Control,Eric Carmen,Tonight You're Mine
2008/01/01/1199167200259_42623.wav,Here I Come,Barrington Levy,Here I Come
2008/01/01/1199167200259_92051.wav,D-I-V-O-R-C-E,Tammy Wynette,Tammy's Greatest Hits
2008/01/01/1199167200261_21211.wav,Cupid's Chokehold / Breakfast in America (feat. Patrick Stump) [Radio Mix],Gym Class Heroes featuring Patrick Stump,As Cruel As School Children
2008/01/01/1199167200261_88348.wav,F-Stop Blues,Jack Johnson,Brushfire Fairytales (Remastered) [Bonus Version]
2008/01/01/1199167200262_17509.wav,Fortunate Son,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2008/01/01/1199167200263_11230.wav,Mr. Brown,Bob Marley,The Very Best of Bob Marley
2008/01/01/1199167200263_60657.wav,Hello Darlin',Conway Twitty,Conway Twitty: The #1 Hits Collection
2008/01/01/1199167200263_89799.wav,Wait for You,Elliott Yamin,Elliott Yamin (Bonus Version)
2008/01/01/1199167200264_16383.wav,Given Up,Linkin Park,Minutes to Midnight (Deluxe Version)
2008/01/01/1199167200264_34093.wav,Photograph,Nickelback,All the Right Reasons
2008/01/01/1199167200265_79818.wav,Love Me Two Times,The Doors,The Very Best of the Doors (Bonus Track Version)
2008/01/01/1199167200266_38119.wav,45,Shinedown,Leave a Whisper
2008/01/01/1199167200266_46974.wav,Do You Believe In Magic?,The Lovin' Spoonful,Do You Believe In Magic
2008/01/01/1199167200266_78692.wav,Hero Takes a Fall,The Bangles,All Over the Place
2008/01/01/1199167200266_87546.wav,Glycerine,Bush,Sixteen Stone
2008/01/01/1199167200266_96401.wav,Mama He's Crazy,The Judds,The Judds: Number One Hits
2008/01/01/1199167200267_20409.wav,Closer,Nine Inch Nails,The Downward Spiral
2008/01/01/1199167200267_72413.wav,I'm On Fire,Bruce Springsteen,Born In the U.S.A.
2008/01/01/1199167200267_90123.wav,Work That,Mary J. Blige,Growing Pains
2008/01/01/1199167200268_86420.wav,Wanted Dead or Alive,Bon Jovi,Slippery When Wet
2008/01/01/1199167200268_88997.wav,I Don't Want to Miss a Thing,Aerosmith,Armageddon - The Album
2008/01/01/1199167200268_97852.wav,Blinded By the Light,Manfred Mann's Earth Band,The Best of Manfred Mann's Earth Band
2008/01/01/1199167200269_24436.wav,Outta My System,Bow Wow featuring T-Pain & Johntá Austin,Outta My System - EP
2008/01/01/1199167200269_73863.wav,She Will Be Loved,Maroon 5,Songs About Jane
2008/01/01/1199167200269_80142.wav,Before Believing,Emmylou Harris,Pieces of the Sky
2008/01/01/1199167200270_76439.wav,I Fall to Pieces,Patsy Cline,Patsy Cline's Greatest Hits
2008/01/01/1199167200270_79016.wav,Killa,Cherish,The Truth (Bonus Track Version)
2008/01/01/1199167200272_17031.wav,I Kissed a Girl,Katy Perry,One of the Boys
2008/01/01/1199167200273_24760.wav,She's My Kind of Rain,Tim McGraw,"Tim McGraw: Greatest Hits, Vol. 2"
2008/01/01/1199167200274_70485.wav,Sex Type Thing,Stone Temple Pilots,Thank You
2008/01/01/1199167200275_21057.wav,What I've Done,Linkin Park,Minutes to Midnight (Deluxe Version)
2008/01/01/1199167200275_95924.wav,I Don't Want to Miss a Thing,Aerosmith,Armageddon - The Album
2008/01/01/1199167200276_69359.wav,"Luv Me, Luv Me",Shaggy & Samantha Cole,Hot Shot
2008/01/01/1199167200276_80790.wav,Answer,Sarah McLachlan,Afterglow
2008/01/01/1199167200277_25084.wav,Caring Is Creepy,The Shins,"Oh, Inverted World"
2008/01/01/1199167200277_92221.wav,Saints of Los Angeles,Mötley Crüe,Saints of Los Angeles - Single
2008/01/01/1199167200279_23958.wav,It's Not Over,Daughtry,Daughtry
2008/01/01/1199167200280_17679.wav,Come Sail Away,Styx,Come Sail Away - The Styx Anthology
2008/01/01/1199167200280_78538.wav,Bottle Let Me Down,Emmylou Harris,Pieces of the Sky
2008/01/01/1199167200280_81114.wav,Mighty Wings,Cheap Trick,Top Gun (Original Motion Picture Soundtrack) [Special Expanded Edition]
2008/01/01/1199167200281_34263.wav,Crazy In Love (feat. Jay-Z),Beyoncé,Crazy In Love (feat. Jay-Z) - Single
2008/01/01/1199167200282_27984.wav,Ching-a-Ling,Missy Elliott,Step Up 2 the Streets (Original Motion Picture Soundtrack)
2008/01/01/1199167200282_77412.wav,Girls Dem Sugar (Featuring Mya),Beenie Man,From Kingston to King of the Dancehall - A Collection of Dancehall Favorites
2008/01/01/1199167200282_88843.wav,Two More Bottles of Wine,Emmylou Harris,Quarter Moon in a Ten Cent Town
2008/01/01/1199167200283_44568.wav,3:00 AM,Matchbox Twenty,Exile On Mainstream
2008/01/01/1199167200283_87717.wav,Take a Bow,Rihanna,Good Girl Gone Bad: Reloaded
2008/01/01/1199167200283_96572.wav,Hey Julie,Fountains of Wayne,Welcome Interstate Managers
2008/01/01/1199167200284_52297.wav,Time Bomb,Old 97's,Alive & Wired
2008/01/01/1199167200284_92869.wav,We're Not Gonna Take It,Twisted Sister,Still Hungry
2008/01/01/1199167200285_43442.wav,Mighty Wings,Cheap Trick,Top Gun (Original Motion Picture Soundtrack) [Special Expanded Edition]
2008/01/01/1199167200285_57449.wav,Daughters,John Mayer,Heavier Things
2008/01/01/1199167200285_86591.wav,Chop Suey!,System of a Down,Toxicity
2008/01/01/1199167200286_30885.wav,Signal In the Sky,The Apples In Stereo,#1 Hits Explosion
2008/01/01/1199167200286_48594.wav,You'll Think Of Me,Keith Urban,Golden Road
2008/01/01/1199167200286_51171.wav,Could You Be Loved,Bob Marley & The Wailers,Legend (Deluxe Edition)
2008/01/01/1199167200286_60026.wav,Little Moments,Brad Paisley,Mud On the Tires
2008/01/01/1199167200286_62602.wav,16th Avenue,Lacy J. Dalton,Lacy J. Dalton: Greatest Hits
2008/01/01/1199167200286_82888.wav,One More Day,Diamond Rio,One More Day
2008/01/01/1199167200287_85465.wav,Before the Next Teardrop Falls,Freddy Fender,Before the Next Teardrop Falls
2008/01/01/1199167200288_23480.wav,Wavelength,Van Morrison,Still On Top - The Greatest Hits (Deluxe Version)
2008/01/01/1199167200288_58900.wav,Turn Your Lights Down Low,Bob Marley,Exodus
2008/01/01/1199167200289_48919.wav,Smells Like Teen Spirit,Nirvana,Nevermind
2008/01/01/1199167200289_66629.wav,Smells Like Teen Spirit,Nirvana,Nevermind
2008/01/01/1199167200289_78060.wav,Shimmer,Fuel,The Best of Fuel
2008/01/01/1199167200289_98346.wav,Interstate Love Song,Stone Temple Pilots,Thank You
2008/01/01/1199167200290_22354.wav,Desperately Wanting,Better Than Ezra,Better Than Ezra: Greatest Hits
2008/01/01/1199167200290_60350.wav,Two More Bottles of Wine,Emmylou Harris,Quarter Moon in a Ten Cent Town
2008/01/01/1199167200291_45216.wav,I'll Be Lovin' U Long Time,Mariah Carey,E=MC²
2008/01/01/1199167200291_47792.wav,Collide,Howie Day,Stop All the World Now
2008/01/01/1199167200291_94644.wav,I Can See Clearly Now,Johnny Nash,I Can See Clearly Now
2008/01/01/1199167200292_61800.wav,Right Here (Album Version),Staind,Chapter V
2008/01/01/1199167200294_60674.wav,Gonna Make You Love Me,Ryan Adams,Gold
2008/01/01/1199167200295_65827.wav,I'll Stand By You,Pretenders,Last of the Independents
2008/01/01/1199167200295_88689.wav,Killin' Time,Clint Black,Killin' Time
2008/01/01/1199167200296_12697.wav,Daughter,Pearl Jam,Vs.
2008/01/01/1199167200296_15273.wav,Older Women,Ronnie McDowell,Ronnie McDowell: Greatest Hits (Re-Recorded In Stereo)
2008/01/01/1199167200296_70979.wav,When I See U,Fantasia,Fantasia
2008/01/01/1199167200296_82410.wav,Guess Who's Coming to Dinner,Black Uhuru,Guess Who's Coming to Dinner
2008/01/01/1199167200297_98994.wav,Beast of Burden,The Rolling Stones,Some Girls (Remastered)
2008/01/01/1199167200298_14147.wav,Talking In Your Sleep,The Romantics,What I Like About You (And Other Romantic Hits)
2008/01/01/1199167200298_25578.wav,The Fool,Old 97's,Blame It on Gravity
2008/01/01/1199167200298_60998.wav,So Alive,Ryan Adams,Rock N Roll
2008/01/01/1199167200298_95292.wav,Brimful of Asha,Cornershop,When I Was Born for the 7Th Time
2008/01/01/1199167200300_71303.wav,Bringin' On the Heartbreak,Phil Lewis with Randy Castillo,Metal Madness
2008/01/01/1199167200300_73880.wav,Follow the Lights,Ryan Adams & The Cardinals,Follow the Lights - EP
2008/01/01/1199167200301_38460.wav,Party Up (Up in Here),DMX,...And Then There Was X
2008/01/01/1199167200301_47315.wav,Love Me Two Times,The Doors,The Very Best of the Doors (Bonus Track Version)
2008/01/01/1199167200301_79032.wav,For You I Will (Confidence),Teddy Geiger,For You I Will (Confidence) - Single
2008/01/01/1199167200301_96742.wav,The World I Know,Collective Soul,Collective Soul
2008/01/01/1199167200304_53917.wav,I Don't Believe In Love,Queensrÿche,Queensrÿche: Greatest Hits
2008/01/01/1199167200304_97066.wav,What Do They Know,Tanya Tucker,Can't Run from Yourself
2008/01/01/1199167200305_38784.wav,This Love,Maroon 5,Songs About Jane
2008/01/01/1199167200305_88211.wav,Copperhead Road,Steve Earle,Copperhead Road
2008/01/01/1199167200306_64223.wav,Bluebird Wine,Emmylou Harris,Pieces of the Sky
2008/01/01/1199167200306_87085.wav,Take This Job and Shove It,Johnny Paycheck,Take This Job and Shove It
2008/01/01/1199167200307_78230.wav,Welcome to the Black Parade,My Chemical Romance,The Black Parade
2008/01/01/1199167200308_63096.wav,House of the Rising Sun,The Animals,The Best of The Animals
2008/01/01/1199167200308_83383.wav,Bulls On Parade,Rage Against the Machine,Evil Empire
2008/01/01/1199167200308_97390.wav,Making Memories of Us,Keith Urban,Be Here
2008/01/01/1199167200309_32829.wav,Come As You Are,Nirvana,Nevermind
2008/01/01/1199167200310_23974.wav,I Hate Everything About You,Three Days Grace,Three Days Grace (Deluxe Version)
2008/01/01/1199167200310_46837.wav,Still Fighting It,Ben Folds,Rockin' the Suburbs
2008/01/01/1199167200310_84833.wav,Island In the Sun,Weezer,Weezer (Green Album)
2008/01/01/1199167200311_11417.wav,Just Fine,Mary J. Blige,Serena Williams' Spontaneous Speed
2008/01/01/1199167200311_98840.wav,Go Girl (feat. Trina & Young Boss),Pitbull,The Boatlift
2008/01/01/1199167200312_28001.wav,Kryptonite,3 Doors Down,The Better Life
2008/01/01/1199167200312_34279.wav,It's Not My Time,3 Doors Down,3 Doors Down (Bonus Track Version)
2008/01/01/1199167200312_36856.wav,"Lolli Lolli (Pop That Body) [feat. Project Pat, Young D & SuperPower]",Three 6 Mafia,"Lolli Lolli (Pop That Body) [feat. Project Pat, Young D & SuperPower] - Single"
2008/01/01/1199167200312_48287.wav,Bring Me Your Cup,UB40,Promises and Lies
2008/01/01/1199167200312_57142.wav,Iris,The Goo Goo Dolls,Dizzy Up the Girl
2008/01/01/1199167200312_65997.wav,Ring of Fire,"Johnny Cash, June Carter & Merle Kilgore",Ring of Fire - The Best of Johnny Cash
2008/01/01/1199167200312_88859.wav,Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction
2008/01/01/1199167200313_50863.wav,Better Man,Pearl Jam,Vitalogy
2008/01/01/1199167200314_56016.wav,Sleepless Nights,Emmylou Harris,Pieces of the Sky
2008/01/01/1199167200314_76302.wav,Cold (But I'm Still Here),Evans Blue,The Melody and the Energetic Nature of Volume
2008/01/01/1199167200314_78878.wav,I Turn to You,Christina Aguilera,Christina Aguilera
2008/01/01/1199167200314_99165.wav,Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again
2008/01/01/1199167200315_23172.wav,Ever Fallen in Love (With Someone You Shouldn't've)?,The Buzzcocks,Ever Fallen in Love? - Buzzcocks Finest
2008/01/01/1199167200315_70023.wav,Tea-House Moon (Instrumental),Enya,The Memory of Trees
2008/01/01/1199167200315_90310.wav,Re-Offender,Travis,Singles
2008/01/01/1199167200315_92886.wav,Summer Love,Justin Timberlake,FutureSex/LoveSounds
2008/01/01/1199167200316_19470.wav,Plush,Stone Temple Pilots,Thank You
2008/01/01/1199167200317_30901.wav,Danger Zone,Kenny Loggins,The Essential Kenny Loggins
2008/01/01/1199167200317_39756.wav,The World Has Turned and Left Me Here,Weezer,Weezer
2008/01/01/1199167200318_36054.wav,Everytime I Roll the Dice,Delbert McClinton,Never Been Rocked Enough
2008/01/01/1199167200318_76626.wav,Boxcar,Neil Young,Chrome Dreams II
2008/01/01/1199167200319_23496.wav,I Kissed a Girl,Katy Perry,One of the Boys
2008/01/01/1199167200319_84355.wav,Blinded By the Light,Manfred Mann's Earth Band,The Best of Manfred Mann's Earth Band
